date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2022-05-02,131117.2004789226,1996.2981979560693,4030.763351759423,811,953,558,374,362,316,164,251,182,56
2022-05-03,130165.4019917859,3078.964864622736,3260.263351759423,777,314,518,344,381,366,153,180,154,38
2022-05-04,130166.10350464922,3260.964864622736,3877.813351759423,904,468,481,397,474,358,185,231,197,86
2022-05-05,129709.30501751252,3421.014864622736,3577.313351759423,940,539,334,371,404,330,152,200,162,75
2022-05-06,129726.83986370917,3594.8481979560693,2995.813351759423,1000,510,259,281,303,226,103,149,101,33
2022-05-07,129825.87470990582,3094.8481979560693,1515.8133517594229,668,257,110,129,119,81,35,43,20,9
2022-05-08,130707.90955610247,2397.8481979560693,1669.1883517594229,677,296,114,99,131,133,53,74,50,15
2022-05-09,131078.06940229912,2039.3481979560693,3863.688351759423,792,811,632,335,347,319,184,221,130,42
2022-05-10,130209.89591516243,2995.514864622736,3670.688351759423,793,398,548,361,450,391,194,242,173,79
2022-05-11,130023.22242802574,3484.014864622736,3336.2053858275594,887,355,389,308,355,292,195,210,168,64
2022-05-12,129778.50485271271,3091.4878105145194,3360.7053858275594,837,520,319,294,444,323,139,196,165,74
2022-05-13,129528.78727739966,3110.9878105145194,3092.558281246747,878,505,287,313,367,256,127,152,122,44
2022-05-14,129922.5876796147,3486.3586834617968,1427.0582812467467,652,217,121,80,110,78,29,43,13,10
2022-05-15,130851.38808182976,2355.8586834617968,1512.28879349619,621,303,104,107,101,86,45,69,27,15
2022-05-16,131527.59976838037,2188.5004800468005,3653.66379349619,784,899,530,315,323,305,168,192,118,49
2022-05-17,131046.68645493098,3172.7504800468005,3533.4816229535545,824,438,536,350,349,343,161,208,149,49
2022-05-18,130808.563839156,3295.3590071785834,3512.5975177914306,891,436,449,372,398,358,175,206,158,53
2022-05-19,130281.62205647983,2985.6557351152496,3599.9042197982462,771,526,333,402,424,352,225,240,169,72
2022-05-20,129968.74489579027,3287.0270591086864,2932.9042197982462,885,425,303,243,312,266,115,157,118,37
2022-05-21,130390.6177351007,3354.7770591086864,1410.0708864649127,733,212,104,76,87,69,28,40,30,5
2022-05-22,131139.49057441115,2158.943725775353,1684.5708864649127,666,344,143,115,127,90,59,56,33,9
2022-05-23,131641.86341372158,2186.943725775353,3960.0708864649127,807,808,593,322,385,338,174,244,176,69
2022-05-24,130786.73625303204,3104.943725775353,3398.0708864649127,764,412,551,359,387,318,202,173,146,60
2022-05-25,130468.60909234248,3079.943725775353,3331.188533523736,805,447,415,356,426,287,152,172,136,48
2022-05-26,130144.04075518233,3006.6201963635885,3412.688533523736,870,459,329,366,470,335,163,184,128,65
2022-05-27,129801.47241802218,3070.1201963635885,3105.688533523736,889,471,304,343,337,234,139,162,134,45
2022-05-28,130055.40408086203,3359.6201963635885,1325.6885335237364,685,167,98,100,105,53,30,30,14,8
2022-05-29,130991.83574370189,2262.1201963635885,1520.1885335237364,687,336,102,95,102,73,39,37,12,4
2022-05-30,131540.76740654174,2069.1201963635885,1588.0218668570697,570,299,167,108,126,108,51,74,35,13
2022-05-31,132142.19906938158,2189.4535296969216,4515.944943780147,791,671,797,393,406,374,179,312,328,150
2022-06-01,131357.63073222144,3731.3766066199987,3726.84077711348,888,428,541,378,424,296,207,252,170,76
2022-06-02,130905.8123950613,3275.022439953332,3678.007443780147,890,499,442,374,423,346,187,233,148,75
2022-06-03,130507.99405790115,3280.1891066199987,3169.007443780147,870,484,298,347,356,293,128,174,130,46
2022-06-04,130715.175720741,3376.1891066199987,1346.84077711348,634,214,100,92,98,71,35,45,21,4
2022-06-05,131512.35738358085,2144.022439953332,1609.34077711348,616,312,132,136,147,105,44,64,35,15
2022-06-06,131915.0390464207,2012.022439953332,3819.84077711348,745,801,580,344,343,351,166,184,130,69
2022-06-07,131137.72070926055,3042.522439953332,3520.2355139555852,774,375,573,317,412,358,190,240,147,82
2022-06-08,130964.30807385479,3346.822878549823,3501.5688472889187,899,424,443,335,401,326,177,254,166,55
2022-06-09,130648.22877178236,3185.4895452164897,3350.977740998246,823,479,323,346,407,313,162,225,136,55
2022-06-10,130352.07137860364,3054.820347819527,2937.977740998246,860,499,288,269,313,260,124,141,92,30
2022-06-11,130882.41398542492,3468.320347819527,1403.2767606060893,709,183,111,89,96,64,46,26,25,4
2022-06-12,131582.86443538347,2103.727210564625,1669.2767606060893,561,369,131,131,132,116,62,66,42,13
2022-06-13,132026.314885342,2112.727210564625,3668.9017606060893,720,864,541,293,348,343,169,180,110,38
2022-06-14,131248.89033530053,2891.477210564625,3449.9017606060893,760,408,530,318,359,343,186,259,152,74
2022-06-15,130921.46578525906,3122.477210564625,3404.587167304654,794,430,388,341,375,296,186,258,171,86
2022-06-16,130501.75814111871,2984.8795231643057,3365.587167304654,817,470,338,385,374,308,168,239,160,61
2022-06-17,130390.55049697837,3254.3795231643057,2792.024667304654,900,445,263,249,281,231,105,141,77,22
2022-06-18,130518.34285283802,2919.8170231643057,1450.1913339713205,661,233,112,103,119,73,32,50,11,10
2022-06-19,131334.468542031,2266.3170231643057,1268.0246673046538,583,237,93,75,106,52,33,27,20,7
2022-06-20,131783.26089789066,1716.8170231643057,2450.524667304654,524,609,346,200,209,176,98,118,69,28
2022-06-21,131847.05325375032,2514.3170231643057,3503.4082668132532,740,457,597,354,402,328,172,188,135,73
2022-06-22,131250.7181526075,2907.0731656704484,3277.967090342665,800,381,415,334,398,330,186,208,140,63
2022-06-23,131067.21638479803,3094.4653225331936,3278.393016268591,813,427,348,373,374,343,165,210,140,59
2022-06-24,130909.25165402559,3120.428285496156,3095.2263496019245,880,474,292,311,336,275,135,163,114,42
2022-06-25,130960.28692325317,3146.2616188294896,1298.6707940463689,596,188,107,86,99,70,38,46,19,7
2022-06-26,131870.54441470295,2208.9282854961566,1307.1707940463689,544,263,95,89,92,58,34,42,20,5
2022-06-27,132330.80190615274,1767.4282854961564,3711.670794046369,651,864,552,326,328,327,202,201,151,80
2022-06-28,131648.0593976025,3028.9282854961566,3355.1041273797023,764,360,486,301,408,330,174,221,134,56
2022-06-29,131420.3668890523,3127.4116188294897,3166.6041273797023,791,372,365,272,388,322,175,217,142,59
2022-06-30,131277.1743805021,3023.4116188294897,3390.6041273797023,804,475,304,337,447,313,192,225,171,66
2022-07-01,131088.4818719519,3201.9116188294897,3449.1041273797023,909,520,345,307,419,280,153,214,176,64
2022-07-02,130834.33103006834,3194.9532854961562,1482.604127379702,660,238,123,105,117,86,39,49,22,6
2022-07-03,131728.6801881848,2376.9532854961562,1467.104127379702,716,288,91,75,92,68,39,37,19,5
2022-07-04,132175.02934630125,1913.4532854961565,1201.104127379702,464,269,111,64,81,64,31,48,21,10
2022-07-05,132833.8785044177,1859.9532854961565,3831.1041273797023,771,688,739,334,345,328,163,209,105,70
2022-07-06,132027.72766253416,3024.9532854961562,3703.1041273797023,852,401,631,373,436,362,208,240,145,69
2022-07-07,131614.2911063649,3289.667571210442,3319.1041273797023,851,365,408,343,393,350,199,190,102,49
2022-07-08,131386.85455019563,3091.667571210442,3372.770794046369,832,503,272,305,395,363,167,220,111,151
2022-07-09,131404.08466069304,3390.0009045437755,1352.711970516957,565,207,94,89,125,95,41,54,17,6
2022-07-10,132222.81477119046,2171.442081014364,1289.711970516957,528,253,94,94,84,76,42,43,11,7
2022-07-11,132693.54488168785,1760.4420810143636,3348.0453038502906,678,823,428,295,327,271,155,213,85,46
2022-07-12,132218.1083255186,2872.6087476810303,3213.075589954678,758,354,507,272,352,334,164,205,118,46
2022-07-13,132024.75257366884,3019.7198381049116,3244.067042946131,793,415,439,297,394,308,163,246,122,63
2022-07-14,131727.94749336975,2947.2619626470364,3316.8195681986563,815,461,317,329,390,303,167,258,132,57
2022-07-15,131387.22322115145,2976.0952959803694,2851.0695681986563,818,444,279,280,294,242,134,157,90,44
2022-07-16,131699.49894893315,3163.3452959803694,1319.4029015319898,668,170,86,68,98,72,32,48,16,2
2022-07-17,132658.94134338154,2278.8452959803694,1523.4029015319898,662,275,97,120,100,94,40,59,18,9
2022-07-18,133103.88373782992,1968.3452959803694,3492.136234865323,754,817,493,277,289,316,166,181,100,49
2022-07-19,132373.60946561163,2761.8619626470363,3197.886234865323,700,362,485,355,345,349,176,226,90,41
2022-07-20,132224.83519339334,3049.1119626470363,3141.4851359642244,779,341,436,314,355,297,191,196,143,54
2022-07-21,132007.3301519443,2923.9800945151683,3367.151802630891,789,498,345,371,400,317,164,240,107,45
2022-07-22,131572.4917771619,2932.3134278485013,2874.4851359642244,821,477,272,254,328,235,135,164,92,40
2022-07-23,131797.98673571285,3099.9800945151683,1393.4851359642241,641,173,104,102,115,90,34,48,20,11
2022-07-24,132699.48169426378,2294.9800945151683,1391.4851359642241,615,276,93,81,85,78,42,46,20,7
2022-07-25,133066.97665281474,1758.980094515168,3447.5154389945274,707,828,465,284,278,290,148,197,144,44
2022-07-26,132544.04736894145,2924.586155121229,3263.7462082252964,829,334,473,310,385,281,159,230,122,83
2022-07-27,132322.96423891428,3042.6630781981517,3172.912874891963,841,353,382,301,345,292,157,217,105,64
2022-07-28,132109.5477755538,2959.496411531485,3237.532386491475,656,402,232,270,372,299,152,203,91,33
2022-07-29,131815.97441353643,2943.959024474098,2678.52107427428,716,384,221,247,263,210,94,150,91,29
2022-07-30,131814.7110062702,2677.257667008035,1331.0210742742802,479,178,69,74,73,65,24,40,20,2
2022-07-31,132610.94759900394,2127.257667008035,1459.1460742742802,501,227,85,97,82,63,41,49,18,6
2022-08-01,132963.5591917377,1811.7576670080348,3349.3127409409467,584,730,473,282,292,285,143,176,100,48
2022-08-02,132420.00411780478,2805.757667008035,2961.2614588896645,655,287,402,241,278,270,142,189,104,64
2022-08-03,132305.013146436,2846.270487520855,3065.547173175379,670,375,328,275,331,239,149,195,111,66
2022-08-04,132018.3555084005,2778.889535139903,2969.289597417803,678,376,256,255,334,246,138,185,102,61
2022-08-05,131679.22817339533,2630.1622624126303,2848.0978570048237,704,457,261,244,257,222,108,154,84,39
2022-08-06,131702.53004192997,2871.399725539474,1393.2073244604453,519,159,104,70,86,64,31,31,12,3
2022-08-07,132331.24315306818,2021.9204355986453,1483.2073244604453,464,234,137,83,70,77,38,40,24,4
2022-08-08,132797.95626420638,1949.9204355986453,3084.102110307745,560,682,411,204,246,232,134,177,93,37
2022-08-09,132213.1732397542,2499.3190858555727,3021.7687769744116,586,376,383,260,324,272,156,215,96,48
2022-08-10,131984.89021530203,2793.485752522239,2955.653392359027,687,301,315,225,333,259,158,222,94,45
2022-08-11,131918.91488315756,2889.678060214547,2973.3230337641335,1168,394,284,269,418,373,232,323,165,80
2022-08-12,131866.5813833087,2920.989533915265,4055.4230337641334,759,431,265,208,253,552,367,474,287,171
2022-08-13,132171.0478834598,4359.889533915265,1363.9230337641336,534,184,110,81,69,61,33,41,9,4
2022-08-14,132907.51438361095,2100.389533915265,1504.4230337641336,513,281,94,90,100,64,36,44,20,5
2022-08-15,133336.98088376207,1933.8895339152648,3111.7966225936048,700,640,450,226,243,270,139,206,97,57
2022-08-16,133020.49387826852,2795.309617100054,3352.7456966676787,755,423,545,303,336,321,186,238,109,59
2022-08-17,132746.09483573795,3078.346654137091,3181.6456966676787,766,408,402,273,368,288,171,235,149,64
2022-08-18,132563.72912654068,2999.279987470424,3129.198214604086,793,450,324,326,312,296,162,193,106,67
2022-08-19,132361.10331584627,2926.57240390968,3053.428983834855,846,435,330,339,300,293,147,195,106,36
2022-08-20,132706.01596669032,3398.341634678911,1307.428983834855,651,149,98,81,68,61,37,49,18,6
2022-08-21,133457.9286175344,2059.341634678911,1468.428983834855,600,318,101,110,90,61,41,58,26,6
2022-08-22,133956.34126837846,1966.8416346789106,3931.4130488755054,739,813,530,334,290,482,189,255,157,74
2022-08-23,133179.34741515745,3154.4191956545205,3089.3566763264857,732,351,476,312,302,339,131,229,110,52
2022-08-24,133094.5618952698,3004.571156438834,3731.3566763264857,793,417,399,605,322,302,234,332,137,109
2022-08-25,132791.77637538215,3428.571156438834,3234.7233429931525,832,427,341,349,402,303,160,244,128,69
2022-08-26,132550.42418882783,2993.371156438834,2957.9455652153747,817,483,329,291,313,241,114,151,101,42
2022-08-27,132806.96089116242,3214.4822675499454,1428.278898548708,694,199,116,106,92,69,30,50,18,9
2022-08-28,133713.16426016364,2334.4822675499454,1517.778898548708,671,298,102,86,84,61,40,60,23,13
2022-08-29,134097.3676291649,1901.9822675499452,3659.278898548708,745,827,512,326,303,302,178,210,119,57
2022-08-30,133330.57099816613,2892.4822675499454,3751.469812994597,774,397,567,421,416,379,212,278,152,87
2022-08-31,133075.0054808513,3495.9042956797975,3145.251864276648,897,370,371,326,365,255,145,227,106,52
2022-09-01,132836.6707327673,2906.917116192618,3735.418530943315,855,615,357,419,470,333,169,253,138,62
2022-09-02,132400.00265134993,3298.7504495259514,2988.418530943315,902,494,290,287,297,236,118,162,83,40
2022-09-03,132545.33456993257,3273.7504495259514,1352.4185309433149,647,194,105,88,91,68,25,39,21,6
2022-09-04,133481.1664885152,2288.2504495259514,1743.529642054426,777,378,122,123,127,80,48,37,18,9
2022-09-05,133871.9428515423,2134.306005081507,1561.029642054426,436,274,181,100,139,109,57,101,43,25
2022-09-06,134222.21921456937,1911.306005081507,4024.8629753877594,653,706,806,392,447,333,185,254,120,60
2022-09-07,133394.99557759645,3197.63933841484,3602.9463087210925,884,399,511,408,470,280,184,246,142,62
2022-09-08,133235.60527395687,3443.556005081507,3639.787975387759,938,424,432,352,480,333,170,228,150,44
2022-09-09,132833.07885920617,3237.2615606370623,2680.787975387759,857,465,247,263,283,187,86,133,63,49
2022-09-10,133044.55244445548,2892.2615606370623,1328.7495138492977,593,210,113,85,103,81,33,38,22,7
2022-09-11,133809.83372201247,2094.0307914062932,1433.7495138492977,549,315,121,99,102,71,49,62,29,8
2022-09-12,134284.11499956946,1908.0307914062932,3293.97173607152,653,691,504,335,341,263,132,183,81,38
2022-09-13,133734.50738823757,2744.3641247396267,3588.8384027381867,756,384,562,332,486,343,186,265,156,59
2022-09-14,133250.29977690568,3104.630791406293,3130.8384027381867,808,386,384,298,394,314,165,231,129,38
2022-09-15,132899.09216557376,2779.630791406293,3295.5589466438223,746,448,313,339,427,344,173,264,136,65
2022-09-16,132709.2068347137,3105.673615783751,2953.5589466438223,864,452,275,272,353,256,123,188,71,38
2022-09-17,132866.9881705203,3111.3402824504174,1391.225613310489,617,172,124,91,114,74,35,45,30,17
2022-09-18,133522.43617299356,2046.6736157837506,1455.225613310489,525,324,103,90,128,86,42,52,24,9
2022-09-19,134036.8841754668,1969.6736157837506,3419.475613310489,735,745,473,235,340,272,155,234,115,48
2022-09-20,133316.16551127343,2698.756949117084,3971.8089466438223,716,390,517,414,493,429,204,348,248,109
2022-09-21,133127.78018041333,3783.4236157837504,3487.381244969545,863,363,405,348,437,346,173,246,148,70
2022-09-22,132674.28373844217,3033.8848029983624,3536.8415624298627,830,481,364,346,441,374,174,265,139,82
2022-09-23,132393.0968202805,3255.654644268204,2808.255023968324,896,450,231,269,317,215,105,148,81,39
2022-09-24,132726.10220981116,3141.260413498973,1294.7550239683244,623,222,102,79,79,64,36,33,12,5
2022-09-25,133607.6075993418,2176.260413498973,1446.5550239683243,612,302,90,99,127,80,38,45,20,3
2022-09-26,134048.71298887246,1887.660413498973,3636.5550239683243,710,833,553,300,350,326,143,209,111,53
2022-09-27,133302.81837840308,2890.660413498973,3432.5550239683243,728,342,562,290,406,321,176,252,172,91
2022-09-28,132718.92376793374,2848.660413498973,3358.0629187051663,789,436,458,334,395,324,169,206,108,55
2022-09-29,132271.3730171135,2910.5121678849378,3130.824475882782,734,395,287,290,379,328,143,237,131,67
2022-09-30,132115.09842201104,2974.549880780315,3115.024475882782,776,430,298,303,358,276,111,196,126,60
2022-10-01,132193.7238269086,3193.649880780315,1456.4689203272264,609,220,98,105,102,72,43,41,17,7
2022-10-02,133061.01589847278,2323.7609918914263,1415.2189203272264,567,254,100,86,92,76,26,31,19,6
2022-10-03,133494.80797003699,1849.010991891426,3811.226870857262,665,843,519,311,375,381,175,253,104,54
2022-10-04,132644.8332571489,2961.2521579691647,3460.40868903908,771,353,477,361,367,334,188,236,152,60
2022-10-05,132240.0403624426,3055.615794332801,3238.40868903908,784,335,406,315,341,322,126,228,167,80
2022-10-06,132008.24746773634,3006.615794332801,3316.40868903908,796,454,290,323,393,322,139,237,126,54
2022-10-07,131776.45457303006,3084.615794332801,3098.40868903908,829,443,321,271,360,307,126,156,112,50
2022-10-08,131860.81167832378,3182.765794332801,1412.40868903908,554,191,103,100,116,77,41,47,28,7
2022-10-09,132644.6687836175,2196.265794332801,1438.40868903908,561,289,104,96,88,68,31,23,21,6
2022-10-10,133142.52588891122,1936.265794332801,2807.40868903908,626,597,367,238,258,208,97,154,76,34
2022-10-11,132855.88299420493,2520.765794332801,3249.9920223724134,718,397,545,290,323,344,158,219,119,57
2022-10-12,132512.323432832,2906.432460999468,3253.3253557057465,764,377,425,350,374,304,172,242,123,72
2022-10-13,132203.8083159035,2944.8102387772456,3401.3253557057465,835,418,386,346,374,363,166,252,130,66
2022-10-14,131822.29319897498,3019.8102387772456,2970.3253557057465,868,438,296,258,313,266,122,172,96,69
2022-10-15,131978.77808204648,3126.8102387772456,1382.3935375239284,627,196,146,90,101,73,43,52,30,8
2022-10-16,132820.4144802695,2224.0299357469426,1322.3935375239284,590,257,114,76,84,73,29,36,17,6
2022-10-17,133180.5508784925,1682.5299357469426,3213.8935375239284,597,779,432,250,308,282,154,177,95,30
2022-10-18,132571.18727671553,2604.5299357469426,3069.12124462911,644,339,473,308,389,278,185,200,124,60
2022-10-19,132282.8418567567,2780.7758246703056,3170.0379112957767,711,367,372,302,396,338,180,258,141,65
2022-10-20,131970.32977013127,2857.5258246703056,3485.0379112957767,794,426,355,339,423,357,203,244,195,67
2022-10-21,131558.8176835058,3073.5258246703056,2931.8712446291097,845,442,276,275,332,305,123,195,86,33
2022-10-22,131587.77781910254,2960.8313802258613,1326.2045779624432,613,164,120,87,99,88,35,44,21,9
2022-10-23,132416.90462136595,2155.3313802258613,1483.7045779624432,579,277,103,86,125,83,37,55,38,12
2022-10-24,132738.53142362938,1805.3313802258613,3359.324640716227,646,754,446,266,321,298,179,201,99,44
2022-10-25,131981.79425394742,2602.5874710342778,2956.7672177470395,657,342,436,284,310,291,172,224,118,60
2022-10-26,131847.6684288033,2822.6413926029054,3186.7672177470395,764,326,413,289,373,322,174,225,154,73
2022-10-27,131521.54260365915,2860.6413926029054,3211.7672177470395,746,431,308,300,386,338,177,203,193,73
2022-10-28,131332.91677851503,3023.1413926029054,3178.1005510803725,863,456,268,314,344,308,162,215,124,68
2022-10-29,131212.2909533709,3057.4747259362384,1308.1005510803725,530,203,116,90,124,63,43,41,30,9
2022-10-30,131943.16512822674,2038.9747259362384,1314.6005510803725,580,280,74,70,85,62,32,39,28,7
2022-10-31,132314.03930308262,1685.4747259362384,3326.7672177470395,631,776,453,287,303,293,177,205,113,36
2022-11-01,131457.41347793848,2470.1413926029054,3122.198492647438,625,344,445,293,358,298,210,248,144,81
2022-11-02,131215.77968466686,2880.5646993758137,3078.3096037585487,789,358,383,277,356,306,162,200,116,62
2022-11-03,130842.53478028413,2705.0646993758137,3160.4762704252153,699,414,319,387,374,329,198,229,143,63
2022-11-04,130821.95654256805,3139.8980327091467,2874.1762704252155,837,431,266,244,293,253,147,160,102,51
2022-11-05,131054.27830485199,3106.498032709147,1385.9262704252155,592,178,101,113,118,74,46,55,17,7
2022-11-06,132066.9750671359,2398.623032709147,1581.9262704252155,674,326,92,99,139,90,46,61,28,13
2022-11-07,132215.3384960865,1730.2896993758136,3524.4262704252155,607,880,480,320,338,296,144,215,89,72
2022-11-08,131453.7019250371,2762.7896993758136,2851.9301165790616,620,362,401,244,327,292,182,205,109,47
2022-11-09,131381.60766168003,2779.835853221967,1728.5538967083974,1126,758,1065,738,943,814,484,642,349,162
2022-11-10,131524.88664935174,1871.8328843801096,1728.5538967083974,0,0,0,0,0,0,0,0,0,0
2022-11-11,131668.16563702346,1871.8328843801096,1728.5538967083974,0,0,0,0,0,0,0,0,0,0
2022-11-12,131811.44462469517,1871.8328843801096,1728.5538967083974,0,0,0,0,0,0,0,0,0,0
2022-11-13,131954.72361236686,1871.8328843801096,776.0538967083974,145,0,6,26,26,17,9,15,5,3
2022-11-14,132147.12760003857,968.4578843801097,3567.053896708397,748,937,222,338,323,341,191,253,138,57
2022-11-15,131186.2315877103,2606.15788438011,3116.553896708397,621,724,82,347,326,332,184,229,140,59
2022-11-16,130753.835575382,2684.15788438011,3207.93484908935,729,424,301,374,355,323,187,240,148,41
2022-11-17,130160.93956305372,2615.038836761062,3167.6015157560164,716,415,397,256,428,353,192,233,121,63
2022-11-18,129881.54355072543,2888.2055034277287,2928.6015157560164,736,389,349,178,319,289,127,173,103,55
2022-11-19,129826.14753839714,2873.2055034277287,1263.9459602004608,461,163,127,25,83,75,28,36,24,6
2022-11-20,130441.50708162441,1879.3055034277288,1356.1404046449052,426,298,76,56,80,76,44,50,16,7
2022-11-21,130694.85273596279,1609.4860589832842,2906.9737379782387,534,616,397,213,284,263,150,149,90,37
2022-11-22,129939.19839030117,2151.3193923166177,2911.4737379782387,570,266,395,319,351,295,162,225,125,64
2022-11-23,129592.54404463955,2564.8193923166177,2713.4737379782387,667,276,296,243,273,210,102,141,91,29
2022-11-24,129054.88969897793,2175.8193923166177,956.6404046449052,351,97,93,56,38,38,21,33,13,2
2022-11-25,129498.06868664964,1399.8193923166177,1322.6404046449052,365,267,96,116,85,68,21,42,17,8
2022-11-26,129957.24767432135,1781.8193923166177,1075.6404046449052,419,142,84,66,38,45,25,27,5,3
2022-11-27,130668.42666199307,1786.8193923166177,1112.6404046449052,387,148,81,97,62,41,22,25,13,3
2022-11-28,131131.60564966477,1575.8193923166177,2968.756056354307,690,521,513,259,286,270,152,162,91,38
2022-11-29,130612.41703965639,2449.567446345922,2845.272217970469,631,374,325,272,306,285,161,214,109,67
2022-11-30,130359.62640944599,2592.481587760063,3032.2722179704683,662,484,258,276,351,321,174,228,146,62
2022-12-01,129951.10244590224,2623.7482544267295,3173.605551303802,665,438,263,317,411,298,189,289,200,84
2022-12-02,129602.41181569184,2824.9149210933965,3059.855551303802,758,418,306,275,325,285,170,220,151,78
2022-12-03,129549.47118548144,3006.9149210933965,1307.8555513038018,606,188,126,76,89,63,24,55,25,4
2022-12-04,130218.03055527103,1976.4149210933965,1315.1888846371353,515,272,117,63,106,80,40,49,24,14
2022-12-05,130618.25659172729,1715.4149210933965,3304.855551303802,632,748,477,215,342,302,170,206,101,67
2022-12-06,129965.54929485022,2652.1482544267296,2893.105551303802,655,314,449,257,327,293,183,211,128,53
2022-12-07,129651.09199797316,2578.6482544267296,2986.0722179704685,674,367,373,288,354,266,178,243,123,61
2022-12-08,129483.56803442941,2818.5482544267297,3662.5365036847543,748,360,307,281,502,449,246,370,245,121
2022-12-09,129425.80597564757,3604.77444490292,2857.0365036847543,822,394,300,267,272,284,120,216,88,37
2022-12-10,129613.54391686575,3044.77444490292,1276.0365036847543,531,193,125,111,79,68,36,54,22,3
2022-12-11,130394.28185808391,2056.77444490292,1365.3091978152684,540,301,110,117,66,60,30,52,28,9
2022-12-12,130739.65359441692,1710.680934148272,3359.509197815268,664,738,502,304,300,280,153,196,119,52
2022-12-13,130087.92533074992,2707.780934148272,3277.509197815268,650,355,529,312,339,328,206,284,141,73
2022-12-14,129627.19706708292,2816.780934148272,3339.509197815268,772,354,386,302,372,363,208,295,157,64
2022-12-15,128964.96880341592,2677.280934148272,3155.286140171158,706,399,307,316,382,344,172,262,152,63
2022-12-16,128655.02030165368,2845.337638408924,2955.786140171158,787,418,271,285,306,282,144,218,125,58
2022-12-17,128531.07179989145,2831.837638408924,1330.286140171158,587,173,111,106,92,90,43,46,26,7
2022-12-18,129115.62329812921,1914.8376384089236,1407.4528068378247,548,301,158,116,180,95,33,73,20,8
2022-12-19,129303.59146303365,1595.420971742257,3472.6194735044915,578,759,480,307,270,293,201,215,127,62
2022-12-20,128301.89296127141,2470.920971742257,3339.6029718543264,691,299,464,372,398,333,170,281,155,93
2022-12-21,127400.65588690192,2438.3658974848313,3265.485170807206,651,343,461,358,385,317,170,269,154,68
2022-12-22,126663.05493818688,2527.884222092161,2962.818504140539,733,377,318,340,345,268,150,218,112,50
2022-12-23,125745.8706561385,2045.634222092161,1723.985170807206,530,312,177,174,143,133,62,99,45,15
2022-12-24,125510.64470742346,1488.759222092161,1003.8185041405393,413,158,100,81,74,55,33,40,19,8
2022-12-25,125733.9187587084,1227.0925554254943,708.8185041405393,287,125,48,32,55,34,15,33,20,5
2022-12-26,126060.19280999337,1035.0925554254943,924.0518374738726,288,174,118,77,80,54,34,55,31,17
2022-12-27,126627.63352794498,1491.4925554254944,2408.917779502858,453,391,427,192,257,165,108,177,127,47
2022-12-28,126479.07786908501,2260.3621206428857,2484.917779502858,634,266,350,254,276,163,133,174,113,62
2022-12-29,126475.02221022504,2480.8621206428857,2448.2511128361916,638,281,215,263,275,230,118,195,124,59
2022-12-30,126704.96655136507,2678.195453976219,2166.2511128361916,779,302,155,207,207,144,83,113,78,32
2022-12-31,127135.4108925051,2596.695453976219,1162.517779502858,577,162,66,63,73,69,37,35,23,12
2023-01-01,128303.18856697845,2330.295453976219,1373.4739198537352,742,273,56,40,88,52,23,19,18,19
2023-01-02,128817.51887303077,1887.8042259060437,1404.4739198537352,365,228,96,48,90,54,40,42,28,4
2023-01-03,129370.34917908307,1957.3042259060437,2557.476957363993,133,146,134,52,130,87,41,60,68,24
2023-01-04,128988.82796585206,2175.9557441329816,1654.7780342575884,0,0,0,0,0,0,0,0,0,0
2023-01-05,128912.6619690835,1578.6120374890386,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-06,128912.09563916418,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-07,128911.52930924484,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-08,128910.96297932552,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-09,128910.39664940618,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-10,128909.83031948683,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-11,128909.26398956751,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-12,128908.69765964817,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-13,128908.13132972884,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-14,128907.5649998095,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-15,128906.99866989016,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-16,128906.43233997084,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-17,128905.8660100515,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-18,128905.29968013216,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-19,128904.73335021283,1177.1574965982024,1177.7238265175372,0,0,0,0,0,0,0,0,0,0
2023-01-20,128904.16702029349,1177.1574965982024,2405.5083724411697,1570,0,0,0,182,190,110,132,77,32
2023-01-21,129949.79781369717,3451.1391658448483,1233.0083724411697,577,350,0,0,42,63,31,38,13,5
2023-01-22,130589.92860710085,1873.1391658448485,1152.0083724411697,453,449,0,0,37,47,25,35,17,3
